molecule_chembl_id,canonical_smiles,classification,standard_value
CHEMBL491406,Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,intermediate,3440.0
CHEMBL491407,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,intermediate,2190.0
CHEMBL490798,CN(C)c1ccc(/C=C/c2cc3ccc(Cl)cc3o2)cc1,intermediate,3210.0
CHEMBL490799,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1,intermediate,1340.0
CHEMBL492023,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,intermediate,2800.0
CHEMBL492024,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,active,820.0
CHEMBL523824,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,active,80.0
CHEMBL444393,Cl.Nc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,intermediate,2950.0
CHEMBL490808,CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl,intermediate,2160.0
CHEMBL490806,COc1ccc2cc(/C=C/c3ccc(N)cc3)oc2c1,intermediate,5440.0
CHEMBL489994,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,active,800.0
CHEMBL489792,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,active,160.0
CHEMBL521929,COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,active,530.0
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,active,800.0
CHEMBL418455,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,intermediate,8000.0
CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,inactive,30000.0
CHEMBL1788111,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],active,27.0
CHEMBL1788121,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],active,58.0
CHEMBL1744459,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H],active,58.0
CHEMBL1744460,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],active,19.0
CHEMBL1082545,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,active,81.0
CHEMBL1082546,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,active,74.0
CHEMBL1088617,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,active,41.0
CHEMBL1077196,CNc1ncc(-c2nc3ccc(O)cc3s2)cn1,active,267.0
CHEMBL1087548,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,active,85.0
CHEMBL1077208,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,active,35.0
CHEMBL1744461,[3H]N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,182.0
CHEMBL1744462,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(OC)cc3o2)cn1)C([3H])([3H])[3H],active,204.0
CHEMBL1082889,CNc1ccc(-c2nc3ccc(OC)cc3o2)cn1,active,185.0
CHEMBL1744463,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,85.0
CHEMBL1083207,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,active,137.0
CHEMBL1744464,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],active,75.0
CHEMBL1084943,CNc1ccc(-c2cc3ccc(O)cc3o2)cn1,active,45.0
CHEMBL1084944,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,active,66.0
CHEMBL1084945,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1,active,60.0
CHEMBL1084946,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,active,33.0
CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,active,19.0
CHEMBL570378,CNc1ccc(-c2nc3ccc(O)cc3s2)cn1,active,22.0
CHEMBL2048299,Oc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,active,158.0
CHEMBL2048300,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,active,35.0
CHEMBL2048301,Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,active,395.0
CHEMBL2048302,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,active,33.0
CHEMBL2048303,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,active,66.0
CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,active,24.0
CHEMBL2048304,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,active,44.0
CHEMBL2048305,CNc1ccc(-c2nc3ccc(OC)cc3s2)c(F)n1,active,14.0
CHEMBL2048306,CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,active,124.0
CHEMBL2048307,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,active,98.0
CHEMBL2048308,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,active,24.0
CHEMBL2048309,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)c(F)n1,active,19.0
CHEMBL2048310,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F,active,30.0
CHEMBL2048311,COc1ccc2oc(-c3ccc(C(N)=O)nc3F)cc2c1,active,32.0
CHEMBL2048312,NC(=O)c1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,active,44.0
CHEMBL2048313,CNc1ccc(-c2cc3cc(O)ccc3o2)nc1F,active,35.0
CHEMBL2048314,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)nc1F,active,32.0
CHEMBL2059203,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)ncn2)ccc1O,intermediate,3200.0
CHEMBL2059204,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(O)c3)ncn2)cc1O,intermediate,2100.0
CHEMBL2059205,CN(C)c1cc(/C=C/c2cc(/C=C/c3ccc(O)c(N(C)C)c3)ncn2)ccc1O,intermediate,3700.0
CHEMBL2059206,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)c(O)c3)ncn2)cc1O,intermediate,3400.0
CHEMBL2059212,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,active,800.0
CHEMBL2059218,CSc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,intermediate,1100.0
CHEMBL2059388,Oc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(O)cc3)c2)cc1,intermediate,1600.0
CHEMBL2059391,COc1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(OC)c(O)c3)c2)cc1O,intermediate,1600.0
CHEMBL2059393,CN(C)c1ccc(/C=C/c2cc(O)cc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,intermediate,3300.0
CHEMBL2063873,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,inactive,13000.0
CHEMBL2063873,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(/N=C/c2cc(Cl)cc(Cl)c2O)c1,inactive,62000.0
CHEMBL2063874,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,inactive,30000.0
CHEMBL2063874,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,inactive,23000.0
CHEMBL465398,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,inactive,100000.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,inactive,32800.0
CHEMBL27246,O=C(O)/C=C/c1ccccc1,inactive,100000.0
CHEMBL284616,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,inactive,92900.0
CHEMBL416955,COC(=O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,inactive,100000.0
CHEMBL249447,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1O,inactive,16400.0
CHEMBL249448,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@H](O)C[C@@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,intermediate,4700.0
CHEMBL177126,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,100.0
CHEMBL2146607,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,intermediate,2200.0
CHEMBL499997,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,active,300.0
CHEMBL2146608,COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,intermediate,3000.0
CHEMBL2179241,Nc1c(S(=O)(=O)c2ccc(Cl)cc2)cnc2cc(-c3ccccc3)nn12,intermediate,2300.0
CHEMBL2179242,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-],active,900.0
CHEMBL2179243,O=S(=O)(Nc1ccc(N2CCCCC2)cc1)c1cc(Cl)sc1Cl,active,700.0
CHEMBL1458517,Cc1nc2sc3c(c2c(=O)o1)CCCC3,intermediate,1200.0
CHEMBL2203392,Cn1cnc2cc(-c3nc4ccc(F)nc4o3)ccc21,active,1000.0
CHEMBL2203391,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ncc21,active,1000.0
CHEMBL2203390,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)ccc21,active,48.7
CHEMBL2203389,Fc1ccc2nc(-c3ccc4cc[nH]c4c3)oc2n1,active,45.3
CHEMBL2203388,Fc1ccc2nc(-c3ccc4ncsc4c3)oc2n1,active,35.8
CHEMBL2203387,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)cnc21,active,30.2
CHEMBL2203386,CN1CCc2cc(-c3nc4ccc(F)nc4o3)cnc21,active,47.0
CHEMBL2203385,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)cnc21,active,10.5
CHEMBL2203384,Fc1ccc2nc(-c3cnc4[nH]ccc4c3)oc2n1,active,25.7
CHEMBL2203383,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ccc21,active,8.0
CHEMBL2203382,Fc1ccc2nc(-c3ccc4[nH]ccc4c3)oc2n1,active,13.8
CHEMBL2203381,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cn1,active,41.8
CHEMBL2203380,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,active,102.0
CHEMBL2203379,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cc1,active,4.0
CHEMBL2203378,CNc1ccc(-c2nc3ccc(F)nc3o2)cc1,active,23.1
CHEMBL2203288,COc1ccc(-c2nc3ccc(F)nc3o2)cc1,active,32.5
CHEMBL2337291,Oc1ccc(-c2ccc(O)c(O)c2)cc1O,active,1000.0
CHEMBL2337290,Oc1ccc(-c2ccccc2-c2ccc(O)c(O)c2)cc1O,intermediate,2700.0
CHEMBL2337293,Oc1ccc(-c2cccc(-c3ccc(O)c(O)c3)c2)cc1O,intermediate,3700.0
CHEMBL2381403,COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,intermediate,6500.0
CHEMBL2381384,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,intermediate,4000.0
CHEMBL2381385,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,intermediate,5000.0
CHEMBL2381402,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,inactive,14000.0
CHEMBL2381403,COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,inactive,21000.0
CHEMBL2381402,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,inactive,29000.0
CHEMBL2381384,COc1ccc2cc(C(=O)CN3CCN(c4ncccn4)CC3)c(=O)oc2c1,active,1000.0
CHEMBL2381385,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,inactive,29000.0
CHEMBL2381386,COc1ccc2cc(C(=O)CN3CCC(Cc4ccccc4)CC3)c(=O)oc2c1,inactive,36000.0
CHEMBL2381401,COc1ccc2cc(C(=O)CN3CCN(Cc4ccccc4)CC3)c(=O)oc2c1,inactive,36000.0
CHEMBL247932,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,active,1000.0
CHEMBL723,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,inactive,30000.0
CHEMBL2386874,CN(C)c1cccc(Oc2cnc(Nc3cccc(O)c3)nc2)c1,inactive,100000.0
CHEMBL2386881,CCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1,inactive,100000.0
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,inactive,100000.0
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,inactive,100000.0
CHEMBL468154,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,inactive,100000.0
CHEMBL149082,NCCCS(=O)(=O)O,inactive,100000.0
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive,15110.0
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,12350.0
CHEMBL2402063,COc1cc(/C=C/c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)cc(OC)c1,inactive,18350.0
CHEMBL2402075,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1,inactive,10320.0
CHEMBL2402074,CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1,inactive,13070.0
CHEMBL2402067,COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1,intermediate,7560.0
CHEMBL2402161,CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive,14160.0
CHEMBL2402160,CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,intermediate,6510.0
CHEMBL2402159,O=[N+]([O-])c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1,intermediate,7060.0
CHEMBL2402158,Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1,intermediate,7870.0
CHEMBL2402157,Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1,inactive,10220.0
CHEMBL2402163,CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,inactive,10660.0
CHEMBL2402162,COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1,inactive,12200.0
CHEMBL129795,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,inactive,19700.0
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,inactive,15900.0
CHEMBL2408097,COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(O)c1,inactive,18500.0
CHEMBL2408096,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,23800.0
CHEMBL2408095,COc1ccc(C(=O)/C=C/c2cc(Br)c(OCc3ccccc3)c(OC)c2)c(O)c1,inactive,12500.0
CHEMBL260867,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1,intermediate,9700.0
CHEMBL258752,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,inactive,10200.0
CHEMBL2408094,CCOCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,19100.0
CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,intermediate,8400.0
CHEMBL2408093,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccccc3)cc2)c(O)c1,intermediate,7800.0
CHEMBL2408092,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,inactive,10500.0
CHEMBL2408091,COc1ccc(C(=O)/C=C/c2ccc(OCCCOc3ccccc3)c(OC)c2)c(O)c1,inactive,10900.0
CHEMBL2407101,CCOCCCOc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1OC,intermediate,5800.0
CHEMBL2408265,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3cc([N+](=O)[O-])ccc3O)cc2)c(O)c1,inactive,13300.0
CHEMBL2408264,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3O)cc2)c(O)c1,inactive,10100.0
CHEMBL2408263,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccccc3OC)cc2)c(O)c1,intermediate,7300.0
CHEMBL2408262,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(C)cc3C)cc2)c(O)c1,intermediate,8300.0
CHEMBL2408261,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1,inactive,20100.0
CHEMBL2408106,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,inactive,18900.0
CHEMBL2408105,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCCc3ccccc3)cc2)c(O)c1,inactive,19100.0
CHEMBL2408104,CCCCCCCCCCCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,15900.0
CHEMBL2408103,CCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,inactive,19900.0
CHEMBL2408102,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NC(C)C)cc2)c(O)c1,inactive,17800.0
CHEMBL2408101,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCOCC3)cc2)c(O)c1,intermediate,3200.0
CHEMBL2408100,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCCC3)cc2)c(O)c1,intermediate,5900.0
CHEMBL2408099,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(C)CC3)cc2)c(O)c1,intermediate,2200.0
CHEMBL2408098,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCCC3)cc2)c(O)c1,inactive,14600.0
CHEMBL573,O=C(O)c1cccnc1,inactive,13100.0
CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,inactive,28400.0
CHEMBL2425961,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,inactive,50000.0
CHEMBL2425960,O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,inactive,50000.0
CHEMBL2425959,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,inactive,50000.0
CHEMBL2425958,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,inactive,50000.0
CHEMBL2425957,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1Cc1ccccc1,inactive,50000.0
CHEMBL2425956,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL2425955,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL2425954,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL2425953,Cc1nc2cccc(/C=C/C(=O)NO)c2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL573,O=C(O)c1cccnc1,inactive,43700.0
CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,intermediate,7700.0
CHEMBL2425961,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,intermediate,6800.0
CHEMBL2425960,O=C(/C=C/c1ccc2c(=O)n(CCc3ccccc3)cnc2c1)NO,intermediate,5500.0
CHEMBL2425959,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1c[nH]c2ccccc12,intermediate,7400.0
CHEMBL2425958,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,intermediate,9500.0
CHEMBL2425957,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1Cc1ccccc1,inactive,18100.0
CHEMBL2425956,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL2425955,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1-c1ccccc1,inactive,18400.0
CHEMBL2425954,Cc1nc2ccc(/C=C/C(=O)NO)cc2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL2425953,Cc1nc2cccc(/C=C/C(=O)NO)c2c(=O)n1-c1ccccc1,inactive,50000.0
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,inactive,20300.0
CHEMBL2436692,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,11500.0
CHEMBL2436691,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12,inactive,12600.0
CHEMBL2436690,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,intermediate,4800.0
CHEMBL2436710,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,14100.0
CHEMBL2436704,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12,intermediate,9600.0
CHEMBL2436703,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12,intermediate,6500.0
CHEMBL2436702,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,13500.0
CHEMBL2436701,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,13200.0
CHEMBL2436700,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,17300.0
CHEMBL2436699,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,14900.0
CHEMBL2436698,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,intermediate,9800.0
CHEMBL2436697,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,14200.0
CHEMBL2436696,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,12800.0
CHEMBL2436695,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,16400.0
CHEMBL2436694,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,13700.0
CHEMBL2436693,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,inactive,16800.0
CHEMBL3087683,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1,intermediate,6880.0
CHEMBL3087680,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,intermediate,4430.0
CHEMBL3087679,C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1,intermediate,4770.0
CHEMBL3087677,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,intermediate,6110.0
CHEMBL3087676,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,intermediate,3150.0
CHEMBL3087675,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,intermediate,8180.0
CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,intermediate,4830.0
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,intermediate,5930.0
CHEMBL3099500,CN(CCCCNc1c2c(nc3c(NC(=O)CNC(=O)CC[C@H](NC(=O)CNC(=O)OCc4ccccc4)C(=O)N[C@@H](Cc4ccccc4)C(=O)OCc4ccccc4)cccc13)CCCC2)CCCNc1c2c(nc3ccccc13)CCCC2,inactive,51000.0
CHEMBL541265,O=C(/C=C/c1cc(O)cc2c1[C@H](C(O)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,intermediate,5000.0
